Nom,Prénom,Email,Numéro_Téléphone,Adresse,Date_de_naissance,Sexe,État_civil,Nationalité,Langues,Diplôme,Année_diplôme,Établissement,Expérience_professionnelle,Certifications,Compétences
LLJEV,SEIDQ,5FEFB008@example.com,6551304000.0,7286BB1B-F Street,1990-01-21,Homme,Marié(e),Française,"Français, Espagnol",Licence,2019,Université Paris,Mettre en place des stratégies pour améliorer la visibilité d'une marque sur les moteurs de recherche.,Certification en marketing digital et stratégies de contenu.,Marketing
PIJXN,JECKH,39E224D0@example.com,6912536000.0,B23E0263-E Street,1968-01-21,Femme,Marié(e),Française,"Français, Anglais",Master,2005,Université Lyon,Contribution à la révision du code source pour améliorer la qualité et éviter les erreurs potentielles.,Certification en développement web et programmation Python.,Développement
IVCNG,MCMZT,BC1B5664@example.com,6212432000.0,4C0D2E02-1 Street,2002-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",Master,2005,École Supérieure de Commerce,Gestion de la stratégie de prix pour maximiser la rentabilité des produits.,Certification en marketing digital et stratégies de contenu.,Marketing
UACLI,DXONP,3FA54AEA@example.com,6840510000.0,8323EE6F-A Street,2002-01-21,Femme,Célibataire,Espagnole,"Anglais, Allemand",Master,2014,École Supérieure de Commerce,Mise en place de solutions pour faciliter le retour des produits et minimiser les frictions pour le client.,Certification en gestion de projet Agile.,Gestion
CXUQZ,QJNLY,28968404@example.com,6192732000.0,904584A3-3 Street,1999-01-21,Homme,Célibataire,Anglaise,"Français, Espagnol",BTS,2009,Université Lyon,Sélection de micro-influenceurs adaptés aux besoins spécifiques d'une campagne marketing.,Certification en marketing digital et stratégies de contenu.,Marketing
AZOQU,XQCQH,6555B5A5@example.com,6325732000.0,2DAD3CAF-4 Street,1970-01-21,Homme,Célibataire,Anglaise,"Anglais, Allemand",Licence,2018,Université Lyon,Conçu des campagnes d'emailing ciblées pour encourager la participation aux webinaires.,Certification en marketing digital et stratégies de contenu.,Marketing
DRYSV,XUQWC,FF18EF10@example.com,6185506000.0,C788822A-5 Street,1968-01-21,Femme,Célibataire,Française,"Français, Espagnol",Licence,2012,École Supérieure de Commerce,Optimisation de la publicité en ligne pour attirer les visiteurs et les transformer en clients fidèles.,Certification en marketing digital et stratégies de contenu.,Marketing
PZAYF,IWCDI,12832F04@example.com,6841444000.0,4633AE6F-8 Street,1998-01-21,Autre,Marié(e),Espagnole,"Anglais, Allemand",Licence,2007,Université Lyon,J'ai mis en œuvre un moteur de workflow en C#.,Certification en développement web et programmation Python.,Développement
UHDFV,TVWBG,637D0A1D@example.com,6664033000.0,843297EF-E Street,1984-01-21,Femme,Célibataire,Anglaise,"Français, Anglais",BTS,2000,Université Paris,J'ai réalisé un refactoring des algorithmes pour améliorer la vitesse d'exécution et réduire les erreurs.,Certification en développement web et programmation Python.,Développement
LYLJW,ITSMF,34685977@example.com,6683028000.0,9F76DD30-C Street,1985-01-21,Femme,Célibataire,Française,"Français, Espagnol",BTS,2014,Université Lyon,J'ai surveillé la performance des campagnes en ajustant les efforts vers le marché cible.,Certification en marketing digital et stratégies de contenu.,Marketing
SUAFO,DQAFJ,35C010FE@example.com,613311500.0,4B9765D2-6 Street,1972-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",Master,2013,Université Paris,Suivi des relations avec les actionnaires pour assurer la transparence des informations.,Certification en gestion de projet Agile.,Gestion
NZONK,RCPBK,2E8570D2@example.com,6557531000.0,8998F7AA-A Street,1985-01-21,Autre,Divorcé(e),Anglaise,"Français, Espagnol",Licence,2007,École Supérieure de Commerce,Mise en place de campagnes vidéo publicitaires YouTube pour stimuler l'achat et la fidélité des consommateurs.,Certification en marketing digital et stratégies de contenu.,Marketing
KJXMY,YTBDF,8883E321@example.com,6788221000.0,E04A974B-6 Street,1978-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2010,École Supérieure de Commerce,Développer des stratégies de marketing digital adaptées à des niches de marché.,Certification en marketing digital et stratégies de contenu.,Marketing
FKFST,XTZNX,BF4A61B6@example.com,6228344000.0,28535F71-F Street,1990-01-21,Femme,Marié(e),Française,"Français, Espagnol",Master,2018,Université Lyon,J'ai refactorisé le CSS pour mieux organiser les fichiers et améliorer la lisibilité.,Certification en développement web et programmation Python.,Développement
ZUTDZ,IYGGE,5CD9E990@example.com,6187865000.0,FF84E2CE-8 Street,1974-01-21,Autre,Marié(e),Française,"Français, Espagnol",Master,2020,Université Lyon,J'ai utilisé CSS pour adapter le design du site en fonction du mode sombre.,Certification en développement web et programmation Python.,Développement
NZUKP,YSCUH,6571CBC2@example.com,6912477000.0,E279B74B-C Street,1979-01-21,Femme,Célibataire,Anglaise,"Français, Anglais",Licence,2005,Université Lyon,Mise en œuvre de sémaphores pour le contrôle d'accès à une base de données partagée dans des systèmes multi-utilisateurs.,Certification en développement web et programmation Python.,Développement
SWAWT,CYLFH,C4CFE623@example.com,6763213000.0,4F138C2B-B Street,1993-01-21,Autre,Marié(e),Française,"Français, Espagnol",Licence,2018,Université Lyon,Mise en œuvre d'une solution de virtualisation pour faciliter les tests de logiciels.,Certification en développement web et programmation Python.,Développement
UJKMG,IBKEG,AB108A82@example.com,6185375000.0,955987A1-4 Street,1978-01-21,Femme,Marié(e),Française,"Français, Anglais",Master,2002,Université Lyon,J'ai analysé les résultats financiers mensuels dans le cadre de la gestion financière de l'entreprise.,Certification en gestion de projet Agile.,Gestion
HFYEN,XWNDV,68097766@example.com,6779928000.0,13239A79-3 Street,1974-01-21,Femme,Marié(e),Espagnole,"Français, Espagnol",Licence,2010,Université Lyon,Mesure du succès des campagnes micro-influenceurs par rapport aux objectifs fixés.,Certification en marketing digital et stratégies de contenu.,Marketing
BFSIC,RMBAP,227082D6@example.com,6413172000.0,C65C6441-1 Street,1993-01-21,Homme,Célibataire,Anglaise,"Français, Espagnol",Master,2003,Université Paris,J'ai assuré le suivi de la progression des projets Scrum et l'alignement avec les objectifs des parties prenantes.,Certification en gestion de projet Agile.,Gestion
GTHLJ,FXOAY,1E488F9F@example.com,6733335000.0,DE846A9A-7 Street,2002-01-21,Femme,Marié(e),Française,"Français, Anglais",BTS,2017,Université Lyon,Création de vidéos et podcasts éducatifs pour le marketing de contenu.,Certification en marketing digital et stratégies de contenu.,Marketing
TQYOA,TKSVV,7DA62467@example.com,6139614000.0,918D0525-6 Street,2001-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",BTS,2008,Université Paris,J'ai créé un système de gestion de configuration en C#.,Certification en développement web et programmation Python.,Développement
ZALTA,DLJXE,F68964EF@example.com,6180373000.0,60319287-3 Street,1997-01-21,Autre,Divorcé(e),Anglaise,"Français, Anglais",Licence,2010,École Supérieure de Commerce,J'ai utilisé le marketing viral pour promouvoir des événements en ligne et augmenter la participation des utilisateurs.,Certification en marketing digital et stratégies de contenu.,Marketing
JANHJ,NMKKF,087DD905@example.com,6285864000.0,5D4EF884-F Street,1981-01-21,Homme,Célibataire,Française,"Français, Espagnol",Licence,2008,Université Paris,J'ai développé des applications utilisant des architectures microservices.,Certification en développement web et programmation Python.,Développement
EIBJP,HGDLB,F4494952@example.com,6848979000.0,39DF39C7-4 Street,1967-01-21,Autre,Divorcé(e),Espagnole,"Français, Anglais",Master,2015,École Supérieure de Commerce,Réduction des champs dans les formulaires pour simplifier le processus d'inscription et améliorer les taux de conversion.,Certification en marketing digital et stratégies de contenu.,Marketing
ZULXH,HOINW,CA37C372@example.com,672629000.0,AC528DEB-8 Street,1979-01-21,Femme,Marié(e),Française,"Français, Espagnol",Master,2005,Université Lyon,Suivi de la performance des campagnes publicitaires pour optimiser le retour sur investissement.,Certification en gestion de projet Agile.,Gestion
FTKRT,HFHKJ,6412E88A@example.com,6475745000.0,6360709F-C Street,1969-01-21,Homme,Divorcé(e),Française,"Français, Espagnol",BTS,2004,Université Lyon,Optimisation des performances de sites web en utilisant des outils SEO comme Ahrefs et SEMrush pour améliorer le classement des moteurs de recherche.,Certification en marketing digital et stratégies de contenu.,Marketing
HLNOK,OXAIO,CF4A2658@example.com,6902105000.0,E79CEAAF-2 Street,1978-01-21,Femme,Divorcé(e),Française,"Français, Anglais",BTS,2003,École Supérieure de Commerce,Développement de solutions de machine learning avec AWS SageMaker.,Certification en développement web et programmation Python.,Développement
TLNYY,SHOCE,527BF0CF@example.com,6154641000.0,95CEC5EE-4 Street,1999-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",Master,2002,École Supérieure de Commerce,Gestion des délais et optimisation des processus d’approvisionnement en Supply Chain Management.,Certification en gestion de projet Agile.,Gestion
CBWGM,SVMOF,8EA97B31@example.com,6506802000.0,1CFCFFE7-3 Street,1969-01-21,Homme,Célibataire,Anglaise,"Français, Espagnol",Licence,2012,Université Lyon,J'ai utilisé l'Influencer marketing pour atteindre des objectifs de notoriété et de conversion.,Certification en marketing digital et stratégies de contenu.,Marketing
XPFFC,PHELJ,3291F76E@example.com,645981600.0,EDCF2B18-1 Street,1996-01-21,Homme,Divorcé(e),Française,"Français, Espagnol",Master,2003,Université Lyon,Mise en œuvre de processus d'archivage pour les données historiques dans des bases NoSQL.,Certification en développement web et programmation Python.,Développement
LVUSF,YEBDH,3C7E4FEA@example.com,6208322000.0,23795C4D-8 Street,1989-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",Licence,2007,École Supérieure de Commerce,"Gestionnaire de la conformité, surveillance des processus internes pour assurer le respect des réglementations.",Certification en gestion de projet Agile.,Gestion
EMXFU,ZUAVY,AD482035@example.com,653223500.0,F39165EA-7 Street,1992-01-21,Autre,Célibataire,Espagnole,"Français, Anglais",Master,2007,Université Paris,Réalisation de solutions de stockage des métadonnées avec NoSQL.,Certification en développement web et programmation Python.,Développement
NDBPX,XDKVZ,3544027C@example.com,6166734000.0,6F8AC917-1 Street,2002-01-21,Femme,Marié(e),Espagnole,"Anglais, Allemand",Master,2015,Université Paris,J'ai utilisé Git pour versionner et documenter chaque étape du développement de l'application.,Certification en développement web et programmation Python.,Développement
ZGONM,LTBMI,BE9BF947@example.com,6142654000.0,4DD6BDB2-9 Street,1980-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",Licence,2005,Université Lyon,Collaboration avec l'équipe DevOps pour intégrer Postman dans les pipelines CI/CD pour des tests d'API automatisés.,Certification en développement web et programmation Python.,Développement
NHFLD,WRORJ,7DA59F92@example.com,6931851000.0,1E6F4BB9-5 Street,1983-01-21,Autre,Célibataire,Anglaise,"Français, Anglais",Licence,2005,Université Paris,Mise en œuvre de solutions de gestion des logs et événements dans des architectures scalables avec Kafka.,Certification en développement web et programmation Python.,Développement
GMTJP,DOMQM,C138E4AA@example.com,6419681000.0,AECA5C97-3 Street,1978-01-21,Autre,Marié(e),Française,"Français, Espagnol",Master,2005,École Supérieure de Commerce,Gestion des conflits internes et résolution des problèmes entre les équipes.,Certification en gestion de projet Agile.,Gestion
RQOCO,SFLOL,115175EE@example.com,6981360000.0,8BDEE07F-7 Street,1989-01-21,Homme,Divorcé(e),Anglaise,"Anglais, Allemand",Licence,2008,Université Lyon,Utilisation de Postman pour tester l'interopérabilité des API sur des plateformes cloud.,Certification en développement web et programmation Python.,Développement
JMJCV,RRNPN,2021DF30@example.com,6431358000.0,D932AB43-8 Street,2004-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2001,Université Lyon,J'ai assuré le suivi de la gestion financière à travers des rapports détaillés.,Certification en gestion de projet Agile.,Gestion
JZSZX,HSAOY,B10D2A38@example.com,6528048000.0,55A4FB22-2 Street,1987-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",Master,2000,Université Lyon,Pilotage de la gestion des processus internes pour garantir leur efficacité et leur rentabilité.,Certification en gestion de projet Agile.,Gestion
WJXQP,UFKDH,FA7767F2@example.com,6323458000.0,4F502E15-3 Street,1996-01-21,Femme,Divorcé(e),Française,"Français, Espagnol",Master,2009,Université Lyon,J'ai créé des contenus visuels pour augmenter la notoriété de la marque sur Instagram.,Certification en marketing digital et stratégies de contenu.,Marketing
OEUWO,XDFNT,1D082B2D@example.com,6774801000.0,F7C71282-0 Street,1990-01-21,Autre,Célibataire,Espagnole,"Anglais, Allemand",Master,2012,Université Lyon,Organisation de réunions de suivi de projets avec les parties prenantes.,Certification en gestion de projet Agile.,Gestion
KGOOK,AMWNY,0D2B808D@example.com,666565700.0,E7385977-1 Street,1967-01-21,Homme,Célibataire,Anglaise,"Anglais, Allemand",Licence,2019,Université Lyon,Création de vidéos interactives dans le cadre de stratégies de marketing vidéo.,Certification en marketing digital et stratégies de contenu.,Marketing
GKTVR,PCWWY,635551D1@example.com,6133278000.0,45CC533D-A Street,1973-01-21,Homme,Marié(e),Anglaise,"Anglais, Allemand",Licence,2013,Université Lyon,J'ai coordonné la répartition des tâches pour garantir une exécution fluide et conforme aux attentes des clients.,Certification en gestion de projet Agile.,Gestion
DFEYQ,LODCM,8B093BDC@example.com,620915100.0,2C63C092-2 Street,1974-01-21,Femme,Marié(e),Française,"Français, Espagnol",Master,2011,Université Paris,J'ai utilisé Django pour construire une plateforme de réservation de services.,Certification en développement web et programmation Python.,Développement
LESZY,GHHAB,96461517@example.com,6694428000.0,61B10E99-8 Street,1990-01-21,Homme,Célibataire,Française,"Français, Espagnol",Licence,2004,Université Paris,Utilisation des données comportementales pour affiner les stratégies de Data-driven marketing et personnaliser l'expérience client.,Certification en marketing digital et stratégies de contenu.,Marketing
YFMBP,MLYBN,13DC0DB1@example.com,6159110000.0,BCB5F343-F Street,1976-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",Licence,2002,Université Paris,Mise en œuvre d'une analyse approfondie des parcours clients pour adapter les éléments visuels et augmenter les conversions.,Certification en marketing digital et stratégies de contenu.,Marketing
ZVGRU,QAYLB,88A43DCA@example.com,6607067000.0,5B53EDC1-6 Street,1979-01-21,Autre,Marié(e),Anglaise,"Français, Espagnol",Licence,2005,Université Lyon,Utiliser les technologies de machine learning pour prédire les besoins des consommateurs.,Certification en marketing digital et stratégies de contenu.,Marketing
POVEX,MZOOR,9D4A1FED@example.com,6311034000.0,139D1F3A-D Street,1979-01-21,Femme,Divorcé(e),Française,"Français, Anglais",BTS,2006,École Supérieure de Commerce,Mise en œuvre de stratégies de fidélisation client en collaborant avec des micro-influenceurs.,Certification en marketing digital et stratégies de contenu.,Marketing
WYMGI,UJNBR,9729F443@example.com,655013600.0,AFF196D4-0 Street,1983-01-21,Autre,Divorcé(e),Anglaise,"Français, Espagnol",Licence,2017,Université Paris,Validation des API en utilisant Test-Driven Development (TDD) pour tester les fonctionnalités avant le développement.,Certification en développement web et programmation Python.,Développement
SDALG,KOLZO,C998925C@example.com,6429022000.0,A204F68B-1 Street,1991-01-21,Homme,Célibataire,Anglaise,"Français, Anglais",Licence,2002,Université Lyon,Gestion d'annonces PPC ciblées en fonction des actions des utilisateurs pour améliorer l'engagement et la conversion.,Certification en marketing digital et stratégies de contenu.,Marketing
VORBK,NXSSB,E9686A5A@example.com,6487204000.0,291DC66A-9 Street,1973-01-21,Autre,Célibataire,Espagnole,"Français, Espagnol",BTS,2001,Université Paris,Gestion de la création et du partage de vidéos sur YouTube dans le cadre de la stratégie de communication de l'entreprise.,Certification en marketing digital et stratégies de contenu.,Marketing
TAHSR,HCJJH,E80ECA33@example.com,6950297000.0,B607D74F-C Street,1967-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",Master,2002,Université Lyon,J'ai mis en place une répartition des tâches basée sur l'analyse des points forts de chaque membre de l'équipe.,Certification en gestion de projet Agile.,Gestion
MPHKI,HGMKP,C8161C36@example.com,6718641000.0,76A075BB-5 Street,1995-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",Master,2018,Université Paris,Collaboration avec les équipes commerciales pour aligner le Customer Journey avec les objectifs de vente.,Certification en marketing digital et stratégies de contenu.,Marketing
YVNWX,IULDN,0D6265B2@example.com,6572664000.0,69775CF6-5 Street,1977-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2005,Université Lyon,Création de systèmes de reporting pour suivre l'avancement des projets et prendre des décisions éclairées.,Certification en gestion de projet Agile.,Gestion
LRNAH,SWEPE,61DE58DF@example.com,6296777000.0,C03ECF8A-D Street,1982-01-21,Homme,Célibataire,Anglaise,"Anglais, Allemand",Licence,2002,Université Lyon,Conception et maintenance de bases de données dédiées à l’analyse décisionnelle.,Certification en gestion de projet Agile.,Gestion
CZABZ,QKWBN,AB94DB62@example.com,6520606000.0,2440B57C-E Street,1968-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Licence,2006,Université Paris,Maintenance et mise à jour des tests automatisés en Selenium.,Certification en développement web et programmation Python.,Développement
LRJZY,XMLIG,99D2199F@example.com,6126869000.0,30EECF96-4 Street,1992-01-21,Homme,Divorcé(e),Française,"Anglais, Allemand",BTS,2017,Université Lyon,Création de solutions cloud natives avec AWS CloudFormation.,Certification en développement web et programmation Python.,Développement
YQXAA,NILYN,87271953@example.com,6772475000.0,86B97D51-3 Street,1980-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",Master,2015,Université Lyon,Utilisation de Postman pour effectuer des tests unitaires sur les points d’entrée des API.,Certification en développement web et programmation Python.,Développement
WKVTT,BKFDP,ED363B7E@example.com,610606400.0,81E628D3-1 Street,1996-01-21,Homme,Divorcé(e),Espagnole,"Anglais, Allemand",Licence,2012,Université Lyon,Mise à jour continue des données clients dans le CRM pour assurer des informations à jour et pertinentes.,Certification en marketing digital et stratégies de contenu.,Marketing
QXNLP,PFATG,134F5728@example.com,6248464000.0,E0DE14FC-9 Street,2004-01-21,Homme,Célibataire,Française,"Français, Espagnol",Master,2013,Université Paris,Analyser les résultats des webinaires pour améliorer les stratégies de contenu et d'engagement.,Certification en marketing digital et stratégies de contenu.,Marketing
RTOOJ,ZMIIL,7949890D@example.com,6475622000.0,D6326946-4 Street,1996-01-21,Femme,Marié(e),Espagnole,"Anglais, Allemand",Master,2015,Université Lyon,Supervision de la gestion des affaires financières et budgétaires.,Certification en gestion de projet Agile.,Gestion
MIHMB,UUVYH,134F44B1@example.com,6136800000.0,0264C04C-5 Street,1976-01-21,Autre,Célibataire,Anglaise,"Français, Espagnol",BTS,2009,Université Lyon,Mise en place de stratégies pour gérer la fluctuation des monnaies et assurer une stabilité financière.,Certification en gestion de projet Agile.,Gestion
HWWKC,PRRVY,ABDF4B29@example.com,6473608000.0,F6C5CF83-D Street,1987-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",BTS,2007,Université Lyon,J'ai géré la planification des sprints et la priorisation des tâches en tant que Scrum Master.,Certification en gestion de projet Agile.,Gestion
OTUGR,LWDLY,538DDBE2@example.com,6697110000.0,AF67BC74-8 Street,2000-01-21,Femme,Divorcé(e),Espagnole,"Anglais, Allemand",Master,2003,Université Paris,Automatisation des processus de commande et de suivi dans une démarche de Supply Chain Management efficace.,Certification en gestion de projet Agile.,Gestion
PXIZB,TYEQK,91FED695@example.com,6876547000.0,F0212D4B-4 Street,1968-01-21,Autre,Célibataire,Espagnole,"Anglais, Allemand",Master,2008,Université Lyon,J'ai supervisé la répartition des tâches pour garantir la conformité des projets aux exigences des clients.,Certification en gestion de projet Agile.,Gestion
SHDQZ,TXLXO,FE26F467@example.com,6858204000.0,B7AB86D4-7 Street,2002-01-21,Homme,Célibataire,Anglaise,"Français, Espagnol",Master,2003,Université Paris,Coordination entre les différents départements pour un reporting financier harmonisé.,Certification en gestion de projet Agile.,Gestion
AQMMN,XDTZX,C5EA6DED@example.com,6861284000.0,450129EB-5 Street,1974-01-21,Femme,Marié(e),Espagnole,"Français, Espagnol",BTS,2015,Université Paris,J'ai mis en place des backlinks SEO de qualité pour améliorer l'autorité du domaine.,Certification en marketing digital et stratégies de contenu.,Marketing
YKRDY,AEZLE,FB78A49A@example.com,6728542000.0,B402CAAA-9 Street,1973-01-21,Femme,Célibataire,Espagnole,"Français, Espagnol",Licence,2012,Université Lyon,J'ai testé les performances du CSS en optimisant les styles inutilisés.,Certification en développement web et programmation Python.,Développement
SLTXE,QUCGW,0172FB06@example.com,6367121000.0,B6B45047-1 Street,1982-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Master,2006,École Supérieure de Commerce,Personnalisation des workflows JIRA pour l'équipe.,Certification en développement web et programmation Python.,Développement
BESJC,FQWEF,89641895@example.com,6868356000.0,661F5CF6-2 Street,1985-01-21,Homme,Célibataire,Anglaise,"Français, Espagnol",Licence,2017,Université Paris,J'ai collaboré avec les équipes de design pour créer des pages web optimisées pour le SEO.,Certification en marketing digital et stratégies de contenu.,Marketing
KJGZV,UHJWW,A9AA020F@example.com,6441409000.0,8547D38D-F Street,1996-01-21,Femme,Célibataire,Française,"Français, Espagnol",Master,2001,Université Lyon,Développement de solutions pour l'analyse des données sociales et comportementales.,Certification en développement web et programmation Python.,Développement
LFMUA,JPDTA,7B3FA889@example.com,6914613000.0,86B23741-1 Street,1986-01-21,Femme,Célibataire,Française,"Anglais, Allemand",Master,2002,Université Paris,Mise en œuvre de tests Selenium pour vérifier la compatibilité des navigateurs.,Certification en développement web et programmation Python.,Développement
BDONV,UAXKO,25C635B1@example.com,6481366000.0,B0D60B59-4 Street,1979-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Licence,2000,Université Lyon,Mise en œuvre de solutions de virtualisation pour des tests logiciels.,Certification en développement web et programmation Python.,Développement
DWEFY,BUPQB,235D3D91@example.com,6571714000.0,1F607C13-B Street,1997-01-21,Femme,Marié(e),Anglaise,"Anglais, Allemand",Master,2003,Université Lyon,Réalisé des tests A/B pour évaluer l'efficacité des modifications UX/UI.,Certification en marketing digital et stratégies de contenu.,Marketing
JJAIT,NFJYG,D32CF815@example.com,6141693000.0,1FCEE994-5 Street,1972-01-21,Femme,Célibataire,Anglaise,"Français, Anglais",Licence,2005,École Supérieure de Commerce,J'ai conçu une application de gestion de contenu avec Django.,Certification en développement web et programmation Python.,Développement
JYCVW,EKRMI,807E7E35@example.com,6666602000.0,4B03765F-9 Street,1994-01-21,Autre,Marié(e),Anglaise,"Français, Espagnol",Licence,2003,Université Lyon,J'ai mené la conduite du changement pour faciliter l'adoption de solutions de gestion des données au sein de l'organisation.,Certification en gestion de projet Agile.,Gestion
YUHXX,MHHSQ,8541B215@example.com,6723372000.0,39C980B5-5 Street,2001-01-21,Homme,Marié(e),Française,"Français, Anglais",Master,2006,Université Lyon,Développé des partenariats pour organiser des webinaires co-brandés et augmenter la visibilité.,Certification en marketing digital et stratégies de contenu.,Marketing
VAPEA,KZVHL,2A002333@example.com,6232591000.0,6DD6887F-4 Street,1970-01-21,Femme,Marié(e),Française,"Français, Espagnol",BTS,2002,École Supérieure de Commerce,J'ai appliqué des styles CSS avancés pour améliorer l'expérience utilisateur.,Certification en développement web et programmation Python.,Développement
SAKLX,CJPYT,2D4D22C9@example.com,6274674000.0,F94BDADE-F Street,1986-01-21,Autre,Marié(e),Espagnole,"Français, Anglais",Licence,2020,Université Lyon,Utilisation du langage R pour l'analyse des retours sur investissements publicitaires.,Certification en développement web et programmation Python.,Développement
UPQTE,SZODK,A9B02A01@example.com,644238200.0,4C24B063-9 Street,1987-01-21,Homme,Divorcé(e),Française,"Français, Espagnol",Licence,2013,École Supérieure de Commerce,Création de messages personnalisés et de campagnes automatisées pour maximiser l'engagement client.,Certification en marketing digital et stratégies de contenu.,Marketing
CHIZC,CLUWX,B51239AA@example.com,629695700.0,FED7A7C4-D Street,1999-01-21,Autre,Marié(e),Française,"Français, Anglais",Master,2015,École Supérieure de Commerce,"En tant que gestionnaire des flux de trésorerie, supervision des mouvements de monnaie dans les comptes bancaires.",Certification en gestion de projet Agile.,Gestion
JFGJV,VYFXW,6CF0BC37@example.com,6499901000.0,465106D5-1 Street,1971-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",Licence,2009,Université Paris,Gestion de la croissance du produit en fonction de l'évolution des besoins des utilisateurs et du marché.,Certification en gestion de projet Agile.,Gestion
TSBTE,QOGGL,A3064CCC@example.com,6605657000.0,B575D70A-C Street,1988-01-21,Femme,Marié(e),Espagnole,"Français, Anglais",Master,2020,Université Lyon,Révision et gestion des contrats fournisseurs pour s'assurer que les objectifs de l'entreprise sont atteints.,Certification en gestion de projet Agile.,Gestion
FMMLO,ZWMVP,28DD7C90@example.com,6389321000.0,B712E88B-9 Street,1982-01-21,Homme,Célibataire,Anglaise,"Français, Anglais",Licence,2013,Université Paris,J'ai mis en place un cache efficace avec Django et Memcached.,Certification en développement web et programmation Python.,Développement
FSNBM,RDPGH,EEB27A05@example.com,6735691000.0,DC9E9E3B-C Street,1998-01-21,Autre,Divorcé(e),Française,"Français, Espagnol",Licence,2014,Université Lyon,Création de visuels et de contenus pour la publicité en ligne afin d'améliorer l'engagement client.,Certification en marketing digital et stratégies de contenu.,Marketing
QZWUP,JNNUO,A70E652C@example.com,685994800.0,FCE1C1D8-0 Street,1980-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",BTS,2010,Université Paris,J'ai mis en place une solution de gestion des évaluations de performance des employés.,Certification en gestion de projet Agile.,Gestion
NGMDR,HJAPY,373BCB7F@example.com,6634277000.0,210BFD50-C Street,1990-01-21,Femme,Marié(e),Française,"Anglais, Allemand",Master,2018,École Supérieure de Commerce,Coordination des flux de production pour aligner la Supply Chain aux objectifs de l’entreprise.,Certification en gestion de projet Agile.,Gestion
HEKYZ,JPERM,4965552A@example.com,6261987000.0,1A8E8006-5 Street,2005-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",BTS,2012,Université Lyon,J'ai instauré une méthodologie de gestion des actifs numériques pour structurer leur exploitation.,Certification en gestion de projet Agile.,Gestion
GIHMC,GUVKO,04714552@example.com,6473549000.0,C2FDE5FF-0 Street,1972-01-21,Homme,Marié(e),Espagnole,"Français, Espagnol",Licence,2019,Université Paris,Segmentation de la base de données clients dans Mailchimp pour une personnalisation accrue des campagnes.,Certification en marketing digital et stratégies de contenu.,Marketing
UPPYV,JZAYT,6974758A@example.com,6987611000.0,6AB34E0B-2 Street,1980-01-21,Autre,Marié(e),Anglaise,"Anglais, Allemand",Licence,2003,École Supérieure de Commerce,Développement et codage de scripts pour automatiser les processus métier.,Certification en développement web et programmation Python.,Développement
AYQWB,BUWOS,9523899F@example.com,6687762000.0,C82DC202-C Street,1982-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",BTS,2020,École Supérieure de Commerce,Développement de rapports sur les performances des campagnes en Data-driven marketing afin de mieux comprendre les tendances du marché.,Certification en marketing digital et stratégies de contenu.,Marketing
KXRHP,TPXJV,6BCD79BA@example.com,6625581000.0,2177F101-1 Street,2000-01-21,Homme,Divorcé(e),Française,"Français, Espagnol",BTS,2001,École Supérieure de Commerce,Réduction du volume des retours produits grâce à l'amélioration de la qualité et de la communication.,Certification en gestion de projet Agile.,Gestion
ISESO,RFRYA,B6221C9E@example.com,6805123000.0,4B1EB1B3-3 Street,1971-01-21,Autre,Marié(e),Espagnole,"Français, Anglais",BTS,2002,Université Paris,Mise en œuvre de la gestion des threads pour assurer une gestion fluide des connexions réseaux.,Certification en développement web et programmation Python.,Développement
BUFWE,CXPKP,6ED517E0@example.com,6703767000.0,6A936FCD-F Street,1978-01-21,Homme,Marié(e),Française,"Français, Espagnol",Licence,2016,Université Paris,Suivi des contrats fournisseurs pour assurer le respect des engagements de qualité et de service.,Certification en gestion de projet Agile.,Gestion
CBGOL,JEOFY,681E9DE5@example.com,6918138000.0,4DDC51CB-7 Street,1982-01-21,Homme,Marié(e),Française,"Français, Anglais",Licence,2001,Université Lyon,J'ai assuré le suivi des versions de l'application à l'aide de Git.,Certification en développement web et programmation Python.,Développement
